id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
15000,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Sports,ADIDAS Men Solid White Tshirts
4457,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Sports,Nike Men's Graphic Black Blue T-shirt
11692,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Lee Men Navy Blue & Red Check Shirt
40030,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,ADIDAS Men Black T-shirt
6132,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,ADIDAS Men's Stripe Polo White T-shirt
17565,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue & White Striped Shirt
9946,Men,Apparel,Topwear,Sweaters,Black,Fall,2011.0,Sports,ADIDAS Men Frnt Str Black Sweaters
51370,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Spykar Men Black T-shirt
30347,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012.0,Casual,Myntra Men Made In India Off White T-shirt
31295,Women,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Puma Women Jane White T-shirt
3440,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,Delhi Daredevils Mens Fan Tee
12017,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Formal,Mark Taylor Men Purple White Striped Shirts
41586,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Basics Men White Striped Shirt
14784,Men,Apparel,Topwear,Shirts,Pink,Fall,2011.0,Formal,Arrow Men Stripes Pink Shirts
4201,Boys,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Disney Kids Boy's Green Crew Sea Life Sialing Kidswear
3818,Boys,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Disney Kids Boy's Green Pooh Tiger Kidswear
7484,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Sports,Nike Women's As Cruise Pink T-shirt
6556,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,Nike Men's Club Pique Blue Polo T-shirt
18975,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,ADIDAS Originals Men Red Tshirt
6764,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Timberland Men Blue & White Striped Polo T-shirt
12641,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Probase Men Printed White Tshirts
26474,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Puma Men Graphic Print Green T-shirt
13793,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Proline Mens Solid Blue Polo Tshirt
37734,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,John Players Men Retro Beat Blue Shirt
15464,Men,Apparel,Topwear,Jackets,Black,Fall,2011.0,Casual,Puma Men Frost HD Black Jackets
4033,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Myntra Men's I am Not Paid enough To Be Nice Black T-shirt
14770,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Formal,Arrow Men Solid Black Shirts
16027,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Highlander Men Check Blue Shirt
22212,Men,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,Timberland Men Striped Blue and Orange T-Shirt
19853,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,U.S. Polo Assn. Men Striped Blue Shirt
7470,Men,Apparel,Topwear,Tshirts,Charcoal,Summer,2011.0,Casual,Proline Men Charcoal Grey Polo T-shirt
18981,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,ADIDAS Originals Men Vespa Graphic Blue Tshirt
34377,Men,Apparel,Topwear,Tshirts,Orange,Summer,2012.0,Casual,Myntra Men Orange Extreme-Diet T-shirt
2102,Men,Apparel,Topwear,Shirts,White,Winter,2010.0,Casual,Lee Men Checks Parker Blue Shirt
7642,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Sports,Puma Men's Record Grey T-shirt
16215,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Puma Men Polo Red TShirt
6790,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Timberland Men's Rugby Stripe Pique Light Blue T-shirt
26480,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Puma Men Ferrari Red Polo T-shirt
2330,Men,Apparel,Topwear,Tshirts,Black,Fall,2010.0,Casual,Reebok Men Run Black T-shirt
27552,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Scullers Men Black Shirt
13767,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Belmonte Men Check Green Shirts
11030,Women,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Jealous 21 Women Check Blue Shirt
3686,Women,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Inkfruit Women's Born Free Black T-shirt
11454,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,United Colors of Benetton Men Summer Green Tshirts
44656,Women,Apparel,Topwear,Shirts,Blue,Winter,2012.0,Casual,Lee Women Blue Shirt
14126,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Flying Machine Women Washed Blue Jeans
20313,Men,Apparel,Topwear,Shirts,White,Summer,2011.0,Casual,Locomotive Men Check White Shirt
58807,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2012.0,Smart Casual,Highlander Men Navy Blue Striped Shirt
57073,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Elle Women Blue Jeans
14314,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Sports,ADIDAS Men Solid White Jerseys
5743,Men,Apparel,Topwear,Tshirts,Cream,Summer,2011.0,Casual,Basics Men Orange & White Striped Hooded T-shirt
8860,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Casual,Mark Taylor Men Brown Striped Shirt
31261,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Puma Men Munchen Green T-shirt
7689,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Puma Men's Black Polo Neck T-shirt
9713,Men,Apparel,Topwear,Tshirts,Maroon,Fall,2011.0,Casual,Classic Polo Men Ikon Maroon Polo Tshirts
48434,Men,Apparel,Topwear,Tshirts,Charcoal,Summer,2012.0,Casual,French Connection Men Charcoal Printed T-shirt
6569,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Sports,Nike Men's Challenger Logo White T-shirt
9521,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,John Miller Men Blue Striped Shirt
24912,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,United Colors of Benetton Kids Boys Yellow Printed T-shirt
16488,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Locomotive Men Printed Navy Blue TShirt
6931,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,s.Oliver Men's Eastern State University Red T-shirt
18512,Men,Apparel,Topwear,Jackets,Red,Fall,2011.0,Casual,C Vox Men Red Jacket
9145,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2013.0,Casual,Lee Women Rinsed Blue Roxy Fit Jeans
12028,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Formal,Mark Taylor Men Grey Striped Shirt
59122,Men,Apparel,Topwear,Jackets,Grey,Summer,2012.0,Casual,Just Natural Men Grey Jacket
1926,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Casual,Puma Mens Ocean Racing Blues T-shirt
26813,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Formal,Arrow Men Grey Striped Shirt
35438,Boys,Apparel,Topwear,Shirts,Multi,Summer,2012.0,Casual,Doodle Boys Check Multi Coloured Shirt
31098,Boys,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Gini and Jony Boys Check Red Shirt
13932,Men,Apparel,Topwear,Shirts,Red,Summer,2011.0,Casual,United Colors of Benetton Men Check Red Shirts
2559,Men,Apparel,Topwear,Tshirts,Black,Fall,2010.0,Casual,Decathlon Men's Comp Black T-shirt
7817,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Proline Men Purple Striped Polo T-shirt
11659,Women,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Lee Women Printed White Tshirts
14925,Men,Apparel,Topwear,Tshirts,Charcoal,Fall,2011.0,Casual,Mr. Men Men Keen Charcoal Tshirts
44669,Women,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Wills Lifestyle Women White Shirt
14119,Women,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Flying Machine Women Printed Grey Tshirts
27935,Women,Apparel,Bottomwear,Jeans,Lavender,Summer,2012.0,Casual,Jealous 21 Women Lavender Magic Colour Jeans
28525,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Nike Men Man U Core Black T-shirt
35894,Boys,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Jungle Book Boys Bagheera Green T-shirt
13758,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Formal,Belmonte Men Check Green Shirts
34348,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Myntra Men Purple T-shirt
8407,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Sports,ADIDAS Men Gfx Rev 2-L Jer Blue T-Shirts
16824,Women,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Little Miss Women Printed Purple T-shirt
38585,Women,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Nike Women Black T-shirt
57428,Women,Apparel,Topwear,Tshirts,Green,Summer,2015.0,Casual,Angry Birds Women Green T-shirt
58460,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Madagascar 3 Boys White T-shirt
33951,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,ADIDAS Men Cinder Black T-shirt
57074,Women,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Elle Women Black Jeans
58800,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2012.0,Casual,Highlander Men Blue Check Shirt
39837,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Palm Tree Boys Striped Red T-Shirt
37191,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,United Colors of Benetton Men Printed Purple T-shirt
14313,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Sports,ADIDAS Men Solid Blue Jerseys
7013,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,s.Oliver Men's Surefunk Records Blue T-shirt
29299,Women,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Wrangler Women Water Flower Blue T-shirt
8867,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,Mark Taylor Men Grey Striped Shirt
9189,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Men Style Essentials Spykar Jeans Rns Blue Jeans
31266,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Puma Men Pounce Graphic White T-shirt
2753,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,Classic Polo Men's Bold Stripe Grey T-shirt
8269,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Mr.Men Men's Teal Grey T-shirt
3681,Men,Apparel,Topwear,Tshirts,Brown,Summer,2011.0,Casual,Inkfruit Men's Double Trouble Brown T-shirt
20314,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,Locomotive Men Check Grey Shirt
14121,Men,Apparel,Bottomwear,Jeans,Blue,Winter,2016.0,Casual,Flying Machine Washed Blue Jeans
16212,Women,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Puma Women Move Graphic Black TShirt
7645,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Puma Men's Ducati Logo Black T-shirt
26487,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Tech Graphic Black T-shirt
13760,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Belmonte Men Check Purple Shirts
27555,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Scullers Men Black Shirt
2337,Men,Apparel,Topwear,Tshirts,Grey,Fall,2010.0,Casual,Reebok Men Sublime Grey T-shirt
41747,Boys,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Doodle Boys Green T-shirt
53282,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Locomotive Men Blue T-shirt
5112,Women,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Wrangler Women Check Multi Color Shirt
33155,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Classic Polo Men Printed Grey T-shirt
14777,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Formal,Arrow Men Stripes Brown Shirts
58458,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Madagascar 3 Boys Red T-shirt
19854,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,U.S. Polo Assn. Men Striped Blue Shirt
22215,Women,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Little Miss Women Funny Blue T-shirt
2939,Women,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Casual,DUSG Women's Play Lady Organic Blue T-shirt
34370,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Myntra Men Black Jazzy Moves T-shirt
18986,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,ADIDAS Originals Men St Tee Grp Black Tshirt
31602,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Mark Taylor Men Printed Purple T-shirt
6763,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Timberland Men's Eclectic Apple Green T-shirt
3211,Women,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Tantra Women's Ornament Yellow T-shirt
26473,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Puma Men Graphic Print Grey T-shirt
12646,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Probase Men Stripes Blue Tshirts
37733,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Casual,John Players Men Check Grey Shirt
4034,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Myntra Men's Better Days Are Coming Black T-shirt
14783,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Formal,Arrow Men Check Purple Shirts
21464,Women,Apparel,Topwear,Sweaters,Grey,Winter,2012.0,Casual,Roxy Women Grey Sweater
4206,Boys,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Disney Kids Boy's Red Mickeys Scrap Book Kidswear
7483,Women,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Sports,Nike Women's Spher Black T-shirt
29609,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Formal,Indigo Nation Men Striped Red Shirt
6551,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,Nike Men's Miler Singlet Blue T-shirt
3023,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Lee Men's Shot Midnight Blue T-shirt
9519,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011.0,Formal,John Miller Men white pink black check Maroon Shirts
32417,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Sports,ADIDAS Men White Jersey
11695,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Lee Men Purple Check Shirt
24572,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Lee Men Beats Black T-shirt
57080,Women,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Elle Women Blue Shirt
40037,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,ADIDAS Men White T-shirt
17562,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue & White Striped Shirt
9941,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Probase Men 96 Coast Road Green Tshirts
6135,Women,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,ADIDAS Women Beat Black T-shirt
30340,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012.0,Casual,Myntra Men Ego Off White T-shirt
6909,Women,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Tantra Women's Page 03 Grey T-shirt
12010,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Formal,Mark Taylor Men Red Striped Shirt
3447,Unisex,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Sports,ADIDAS Kids Black Pune Warriors Match Jersey
17750,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Highlander Men Stripes Navy Blue Shirt
48068,Men,Apparel,Topwear,Tshirts,Grey Melange,Fall,2012.0,Casual,French Connection Grey T-shirt
32625,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Sports,Nike Men Miler Red T-shirt
10575,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,Puma Women Ess Pink Polo Tshirts
15007,Men,Apparel,Topwear,Jackets,Black,Fall,2011.0,Sports,ADIDAS Originals Men Solid Black Jackets
8400,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Sports,ADIDAS Men Blue Cr_Aess 3s Polo T-Shirt
16823,Women,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Little Miss Women Printed Blue T-shirt
18185,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Deni Yo Men Washed Blue Slim Fit Jeans
14748,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Arrow Men Solid White Shirts
33956,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,ADIDAS Men Vesta Black Polo T-Shirt
11008,Women,Apparel,Topwear,Tshirts,Cream,Fall,2011.0,Casual,Inkfruit Women Behind Cream Tshirts
35893,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Jungle Book Boys Safari White T-shirt
14922,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Mr. Men Men Sleep Placid Blue Tshirts
27932,Women,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Jealous 21 Women Blue Shirt
16649,Men,Apparel,Topwear,Tshirts,Black,Summer,2016.0,Casual,Facit Men Polo Tee Black Tshirt
46905,Men,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012.0,Casual,Peter England Men Navy Blue Jeans
13935,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,United Colors of Benetton Women Pink Polo Tshirts
8858,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Mark Taylor Men White Striped Shirt
31259,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Puma Men Munchen Grey T-shirt
52539,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Pepe Jeans Women Blue Jeans
15038,Women,Apparel,Topwear,Sweaters,Grey,Fall,2011.0,Casual,ADIDAS Women Stripes Grey Sweaters
26814,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Arrow Men Blue Striped Shirt
18727,Women,Apparel,Topwear,Sweaters,Navy Blue,Fall,2011.0,Casual,Arrow Woman Venetia Navy Blue Sweater
9142,Women,Apparel,Bottomwear,Jeans,Black,Summer,2013.0,Casual,Lee Women Black Eva Fit Jeans
6936,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Tantra Men's Destination Sky Blue T-shirt
3478,Men,Apparel,Topwear,Tshirts,White,Fall,2010.0,Sports,ADIDAS Men's White Universal Red Stripe T-shirt
32428,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Sports,ADIDAS Men Red Jersey
35269,Women,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Lee Women Flower Mint Green Printed T-shirt
29636,Men,Apparel,Topwear,Shirts,Maroon,Summer,2012.0,Casual,Indigo Nation Men Check Maroon Shirt
4239,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Probase Men's Musical Figures Grey T-shirt
1579,Men,Apparel,Topwear,Jackets,Grey,Fall,2010.0,Sports,Domyos Men Grey Second Skin Jacket
4837,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Sher Singh Men's White Polo T-shirt
34189,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Gini and Jony Boys Printed White T-shirt
42109,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,ADIDAS Men Black T-shirt
48433,Men,Apparel,Topwear,Tshirts,Grey Melange,Summer,2012.0,Casual,French Connection Men Grey Printed T-shirt
9714,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Classic Polo Men Vulcan Black Polo Tshirts
1584,Unisex,Apparel,Topwear,Jackets,White,Summer,2011.0,Casual,Domyos Unisex Feather-light Jacket
5124,Women,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Wrangler Women Short Placket Green Top
34174,Boys,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Gini and Jony Boys Printed Black T-shirt
13756,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Formal,Belmonte Men Check Purple Shirts
27563,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Scullers Men Checked Blue Shirt
2301,Men,Apparel,Topwear,Tshirts,White,Fall,2010.0,Sports,Nike Mens Manchester United White T-shirt
7441,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Proline Men Grey Striped T-shirt
22223,Women,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Little Miss Women Flower Yellow Tshirt
2133,Men,Apparel,Topwear,Shirts,Black,Spring,2011.0,Casual,Basics Men Black Slim Fit Shirt
8409,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Sports,ADIDAS Men Torment S/L Blue T-Shirts
31634,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Formal,Indigo Nation Men Striped Black Shirt
11233,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011.0,Casual,Flying Machine Women Low Rise Black Jeans
25006,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,United Colors of Benetton Men Black Shirt
57426,Women,Apparel,Topwear,Tshirts,Yellow,Summer,2015.0,Casual,Angry Birds Women Yellow T-shirt
15693,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Black coffee Men Micheal Blue Slim Fit Shirt
14741,Men,Apparel,Topwear,Shirts,Lavender,Fall,2011.0,Formal,Arrow Men Solid Lavender Shirts
7025,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,s.Oliver Men's All you Need Blue T-shirt
8851,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Casual,Mark Taylor Men Brown Striped Shirt
16472,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Locomotive Men Check Blue Shirt
9983,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Sports,Nike Men As Ss Challen Blue T-Shirts
7819,Men,Apparel,Topwear,Tshirts,Teal,Fall,2011.0,Casual,Proline Men Teal Blue Striped Polo T-shirt
3485,Men,Apparel,Topwear,Tshirts,Black,Fall,2010.0,Sports,ADIDAS Men's Polo Crome Black T-shirt
31250,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Puma Men Car Graphic Red T-shirt
2557,Women,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Domyos Women's Actizen Black T-shirt
13100,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Sports,ADIDAS Men Cr_Ess 3s Sltee White T-Shirts
11657,Women,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Lee Women Printed Grey Tshirts
14325,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,ADIDAS Women Printed Pink T-shirt
39801,Men,Apparel,Topwear,Shirts,Blue,Spring,2013.0,Formal,Peter England Men Blue Shirt
11465,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Summer Blue Shirts
20322,Men,Apparel,Topwear,Shirts,Maroon,Summer,2011.0,Casual,Mother Earth Men Solid Maroon Shirt
14117,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Flying Machine Women Washed Blue Jeans
36247,Men,Apparel,Topwear,Tshirts,Charcoal,Summer,2012.0,Casual,Mr. Men Charcoal Mr. Funny T-shirt
22475,Men,Apparel,Topwear,Tshirts,Green,Fall,2012.0,Casual,Timberland Men Green Polo T-shirt
16640,Men,Apparel,Topwear,Tshirts,Green,Summer,2016.0,Casual,Facit Men Smart Green Tshirt
42590,Girls,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,United Colors of Benetton Girls White Printed T-Shirt
13332,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Gini and Jony Kids Boys Check Blue Shirts
17554,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue & White Striped Shirt
6103,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,UCB Men's Benetton Football Blue T-shirt
12026,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Mark Taylor Men White Striped Shirt
32421,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,ADIDAS Men Printed Yellow T-shirt
37153,Men,Apparel,Topwear,Tshirts,Beige,Summer,2016.0,Casual,Campbell Men Pack of 3 T-shirt
57284,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Casual,French Connection Men Purple & Brown Shirt
1928,Men,Apparel,Topwear,Tshirts,Green,Fall,2010.0,Casual,Puma Mens One Love T-shirt
15031,Women,Apparel,Topwear,Sweaters,Pink,Fall,2011.0,Casual,ADIDAS Women Stripes Pink Sweaters
22481,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Timberland Men Green Linear Logo T-Shirt
6331,Men,Apparel,Topwear,Shirts,Yellow,Summer,2011.0,Casual,UCB Men Ben Logo Yellow Shirt
31096,Boys,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Palm Tree Boys Check Green Shirt
30144,Women,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Flying Machine Women Printed Black T-shirt
1570,Women,Apparel,Topwear,Tshirts,Black,Fall,2010.0,Sports,Artengo Women Tennis Singlet
34180,Boys,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Gini and Jony Boys Blue T-shirt
6567,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Sports,Nike Men's T90 Training White T-shirt
3015,Men,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,Lee Men's Panama Pink T-shirt
4230,Men,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,Probase Men's Screw U Orange Tshirt
14914,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Mr. Men Men Be Happy Green Tshirts
14128,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Flying Machine Women Washed Blue Jeans
33538,Women,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Wrangler Women Black Giselle Jeans
58809,Men,Apparel,Topwear,Shirts,White,Fall,2012.0,Casual,Highlander Men White Striped Shirt
